goal,arrays_score,strings_score,graphs_score,dp_score,trees_score,backtracking_score,contest_rating,acceptance_rate,problems_solved
Competitive Programming,72,67,46,90,95,45,1468,36.06532703496106,1003
Competitive Programming,17,89,55,2,70,17,1687,44.312486983743156,545
Google SDE,80,57,40,74,46,22,1619,72.48881295453327,1037
Interview Preparation,83,57,15,72,31,81,1487,48.262704145838526,299
Infosys,1,51,24,61,24,36,1007,67.93261163383735,442
TCS,54,18,29,46,58,63,1580,72.53163865197033,480
Interview Preparation,35,17,75,93,78,79,1698,74.91512798698017,1214
Microsoft,65,69,40,34,62,89,1626,78.03564938745939,1281
TCS,95,30,60,61,18,89,988,62.86996966106168,637
TCS,44,0,48,60,36,81,1646,45.43519075997935,288
Competitive Programming,24,5,89,96,83,50,1188,38.28071925755708,886
Interview Preparation,45,36,89,14,83,34,679,57.703975981729954,590
Interview Preparation,83,1,75,93,47,19,1353,35.695647731853406,872
TCS,58,57,41,74,13,19,1056,80.08981884399358,263
Google SDE,64,36,62,51,25,31,1399,54.33641308686356,190
Infosys,87,47,94,63,52,74,1025,78.01412801408239,690
Zoho,87,86,25,55,69,62,1336,69.00987110014299,834
Interview Preparation,31,43,37,30,6,76,912,77.146965955752,709
Competitive Programming,77,43,27,1,9,97,1197,78.6176949090011,575
Infosys,9,26,69,70,89,12,1500,32.93114241268115,1359
Google SDE,52,90,0,60,72,91,1930,69.889181630879,1390
Microsoft,93,36,65,56,3,70,1316,42.460123302949995,689
Google SDE,7,87,90,99,22,96,1395,84.41132980865395,400
Infosys,63,90,41,8,74,85,1639,72.81216357692813,1118
Zoho,32,94,7,89,88,26,1521,30.207075154177314,1350
Amazon SDE,81,29,49,51,96,94,1536,81.00789769912119,221
Interview Preparation,93,87,9,9,7,39,1609,46.076824621064745,393
Infosys,15,64,72,30,74,69,1285,52.91594798000473,351
Google SDE,83,95,51,14,93,58,1163,63.6757068410327,853
Microsoft,98,14,10,16,85,28,1483,80.39703867243202,1071
Competitive Programming,34,23,3,26,66,29,700,81.00296427897334,429
Interview Preparation,72,10,29,53,98,86,783,60.990946950190654,760
Interview Preparation,8,49,36,60,50,34,1848,47.41984726962967,1202
TCS,94,29,90,99,5,95,1740,45.3554467938084,1376
Zoho,38,17,16,13,37,54,1196,50.04184043281634,315
TCS,95,32,8,91,19,68,1030,39.9282525946456,711
Amazon SDE,13,2,5,71,12,2,1562,66.84081600760527,878
Microsoft,55,65,92,49,92,41,1610,59.0291128163458,546
Interview Preparation,42,10,68,91,29,38,1132,72.540558514839,1145
Competitive Programming,35,84,48,29,38,43,1362,35.176122428918795,1444
Zoho,70,22,0,40,20,78,859,51.99482033870923,215
Amazon SDE,95,55,17,92,60,65,1268,43.19245775104902,1218
Microsoft,26,64,13,11,83,54,1329,59.43524134426728,1415
Zoho,7,51,11,98,18,30,1448,55.75341910232372,505
Zoho,79,6,67,82,88,32,2064,54.726099815396594,1412
Amazon SDE,20,90,71,53,33,96,1046,47.36094975691684,1080
Infosys,71,80,69,45,39,13,1850,69.97650659607697,513
Interview Preparation,12,34,59,68,3,93,1225,56.48622373439663,1055
Competitive Programming,1,15,83,75,12,97,1195,41.123407889725605,222
Google SDE,3,50,86,69,61,48,1713,60.10961100948863,319
Campus Placement,67,52,80,4,55,28,1190,62.816968582166666,670
Microsoft,62,66,64,87,66,7,1132,31.175882249593283,762
Infosys,94,75,52,17,10,76,1582,41.20782634666824,281
Google SDE,60,51,38,24,36,48,1541,43.332215057000525,947
Competitive Programming,99,85,48,57,62,15,1241,43.64413391897223,1235
Zoho,16,83,77,55,19,88,1939,43.136522869801695,41
Infosys,5,96,1,27,97,59,1249,44.94026443618037,452
Microsoft,42,70,15,48,60,39,922,44.44999744401552,171
Amazon SDE,66,54,47,87,7,32,1047,78.62378605279832,776
Google SDE,65,36,44,86,55,2,1038,47.58063297347253,263
Competitive Programming,76,6,25,64,77,12,1287,49.23694929014347,530
Infosys,58,22,10,77,41,45,1829,44.63974944207349,986
Zoho,87,0,54,82,22,76,855,83.21658977484068,19
Interview Preparation,22,11,96,37,59,25,1910,59.4519940129273,735
Campus Placement,86,96,12,96,61,33,1186,63.58003628141339,514
Amazon SDE,38,14,26,69,5,10,1223,70.45179941347064,794
Infosys,97,57,61,33,7,32,1157,48.35427378341552,445
Zoho,92,26,11,22,54,84,1238,83.28292363706504,1144
Infosys,32,79,62,90,77,86,1320,38.37793949158856,162
Competitive Programming,49,78,2,13,21,39,1354,55.17980302718894,926
Interview Preparation,89,48,3,85,21,84,1480,37.999159429383845,878
Microsoft,16,62,14,37,25,38,764,73.47066604432108,1135
Google SDE,75,50,91,77,10,45,1351,35.90247306120631,762
Campus Placement,37,23,46,85,63,81,1540,60.46447818774706,1224
Campus Placement,56,56,77,44,13,74,1374,35.76434512503661,572
Microsoft,87,44,23,60,17,80,1313,54.89640385015905,1114
TCS,5,49,40,8,7,41,1242,45.416939497994434,498
Competitive Programming,22,32,69,74,53,0,1713,79.68132168776295,904
Microsoft,50,77,74,75,10,66,1538,32.920268728902734,1121
Competitive Programming,73,74,92,88,33,68,1331,65.74656963901347,1227
Microsoft,1,25,15,1,65,23,1552,68.23881781267843,113
Zoho,36,75,76,8,81,38,1674,78.89401563096646,1129
Microsoft,22,97,74,49,11,95,985,78.27512009711383,1456
TCS,3,36,97,44,66,81,1547,83.73809576341792,1231
Competitive Programming,99,90,81,34,53,53,1144,43.9650144890908,1034
TCS,95,79,56,95,20,47,1784,45.11539568812759,1016
Campus Placement,12,11,40,61,82,19,1110,51.85110004426883,416
Zoho,36,46,46,77,54,1,1389,59.566733935006056,1411
Google SDE,14,28,45,92,67,7,1479,50.19280552307032,176
Infosys,51,65,73,56,33,65,840,70.71630257996779,518
TCS,84,5,61,82,77,42,771,30.46997785503093,322
Competitive Programming,77,9,35,99,47,81,1271,30.970987356800237,1451
Competitive Programming,43,96,29,45,89,73,1901,69.3831217907004,772
Amazon SDE,5,1,14,68,91,66,1342,78.57166724029082,690
Competitive Programming,22,81,17,80,80,43,1541,72.71010995527007,486
Microsoft,38,48,28,97,19,1,462,36.440038738531264,82
Google SDE,97,15,57,85,79,33,1649,81.42357148125129,1174
Zoho,44,69,92,74,55,5,1546,58.70519401787958,591
Competitive Programming,18,78,21,29,90,46,1596,70.82623336470084,271
TCS,61,13,54,49,18,50,1411,41.057540871474835,1373
Campus Placement,30,62,22,92,21,20,1016,60.18375970137846,1341
Competitive Programming,94,2,92,14,2,79,1172,48.15334421139889,254
Microsoft,63,40,43,35,31,79,1126,83.61184254408009,1370
Campus Placement,18,7,69,38,12,60,1562,56.08078768969881,570
Campus Placement,78,45,59,80,76,65,1329,71.556734208258,1109
Interview Preparation,31,36,87,59,25,15,1647,63.17775649978121,184
Microsoft,85,82,4,26,34,31,1586,35.186431179762124,118
Infosys,45,65,86,53,50,37,1926,59.861026547419584,192
Campus Placement,88,36,33,1,42,15,1431,59.71187271074051,201
Interview Preparation,4,36,11,69,77,54,1331,69.3640142047116,74
Zoho,21,2,74,3,34,7,1427,47.70494091341567,972
Zoho,32,59,66,86,83,62,598,77.33586628464455,1133
TCS,50,97,87,46,9,26,1287,64.2431925382867,873
TCS,13,97,92,94,83,3,1582,32.163772272958916,1161
Amazon SDE,40,36,40,47,86,52,1309,68.87596836555004,1485
Competitive Programming,81,32,94,56,8,31,1323,79.88318005230089,378
Competitive Programming,93,85,7,64,10,84,1307,67.5730902418006,860
Interview Preparation,98,64,1,57,55,13,1873,50.89985174170424,52
Microsoft,85,44,92,50,79,68,1479,62.48568568334026,1452
Infosys,59,47,57,46,84,87,1350,39.42690490607096,497
Interview Preparation,31,63,36,76,75,93,2123,63.069051045749404,87
Zoho,18,59,79,69,68,99,1002,57.5546009494209,835
Interview Preparation,90,18,59,33,57,84,1191,31.43867286517434,1303
Infosys,96,58,40,36,41,93,1071,47.7039437418549,683
Zoho,4,41,71,79,1,23,1165,40.51859870058952,710
Infosys,9,14,35,54,15,86,1770,51.48585597192557,768
Infosys,42,50,77,95,7,31,1094,43.300783613422176,737
Zoho,6,81,75,43,81,89,1404,75.88367838287883,1348
TCS,58,79,90,78,69,57,1537,68.37259189507606,934
Amazon SDE,10,34,18,67,94,55,1602,70.70631079008325,911
Interview Preparation,79,59,50,42,59,19,1197,49.84770205898481,898
Campus Placement,94,10,53,75,3,97,1563,30.189550083877485,1002
TCS,81,6,76,9,76,1,1257,42.0534530710219,1201
TCS,91,29,28,65,23,72,1398,71.54140124375917,348
Infosys,41,45,66,87,9,44,1073,63.15602440154382,202
Competitive Programming,26,4,7,15,37,14,1002,59.621799111466665,1486
Microsoft,3,65,60,34,44,1,1501,45.42859645111151,292
Competitive Programming,16,44,55,39,11,64,2111,34.165827980621366,1369
Microsoft,65,0,77,80,2,46,1297,73.1676558628338,399
TCS,29,18,6,71,81,84,1387,32.126056239707445,1009
TCS,74,54,67,92,53,72,1581,33.25250578744261,534
Google SDE,32,46,20,61,47,40,1716,46.2214379597073,1273
Amazon SDE,52,22,44,33,61,90,1731,61.511352256868754,668
Microsoft,94,37,11,41,93,37,1560,84.57245841242079,725
Zoho,47,15,94,94,46,51,1347,34.98528664656884,900
Campus Placement,20,13,72,80,88,49,1603,56.02439395986606,1491
Campus Placement,36,67,6,3,0,19,1517,63.09643166831043,1122
Interview Preparation,91,5,44,62,69,85,1381,75.27078822473092,1128
Zoho,69,3,34,22,46,16,1673,67.92876533132818,461
Microsoft,44,68,39,10,60,61,1528,74.42578687864713,437
Microsoft,42,34,10,22,44,49,1190,58.73579539150873,1184
Amazon SDE,84,25,41,60,33,65,1080,53.868394192718156,1409
Infosys,89,8,1,68,52,62,922,64.03005745014448,1055
Zoho,6,48,33,51,55,78,1117,79.5478945214731,892
TCS,40,68,53,60,78,8,1409,60.2965939188599,322
Google SDE,72,24,98,95,13,32,1707,63.30762155554519,849
Competitive Programming,89,44,79,4,40,44,1365,48.58868842668828,528
Microsoft,70,81,50,16,40,32,1488,62.78667950524224,1239
Campus Placement,56,29,31,86,5,3,1580,64.52702675490477,384
Interview Preparation,27,59,78,33,45,64,1035,71.43840173210359,460
Interview Preparation,1,31,73,93,36,8,1270,61.46971822571382,1024
Competitive Programming,57,98,11,90,65,71,1051,40.86526620658183,604
Microsoft,71,83,12,96,5,79,1298,62.00593463406883,1212
TCS,0,30,29,15,94,92,1479,46.38292749919939,1243
Amazon SDE,86,83,85,94,75,73,1423,34.80284722729568,509
Campus Placement,44,90,70,3,57,22,1153,75.39882223029235,473
Zoho,43,49,79,51,0,73,1563,33.6339662053817,1157
Interview Preparation,35,60,44,19,34,93,1478,64.74367792643736,122
Competitive Programming,41,16,96,47,86,0,1528,84.36720371497123,1045
Campus Placement,69,50,86,95,58,15,1446,34.81905443101554,1159
Zoho,62,14,96,97,82,69,1174,42.10725141741024,340
Google SDE,14,11,69,50,5,18,1035,71.8442316948946,1316
Microsoft,78,10,45,44,1,33,1516,35.329177242585544,149
Competitive Programming,90,71,31,79,22,80,1527,75.7998764019886,1434
Infosys,18,66,82,92,54,59,1423,30.014856729620032,911
Microsoft,1,96,35,48,44,62,2031,78.94710373035326,1130
Google SDE,7,24,29,92,91,59,1262,33.675273377475975,526
Competitive Programming,37,37,2,55,21,48,1503,80.70889167255746,578
Interview Preparation,10,80,36,2,35,74,1433,77.55031781778914,855
Campus Placement,21,95,81,41,1,92,1389,59.67597153824032,1102
TCS,39,48,97,70,16,98,1080,72.78717456186706,127
Competitive Programming,52,21,79,41,98,59,1319,34.11822663366692,897
Microsoft,58,66,3,84,46,27,1689,37.43313185684697,1092
Zoho,20,23,67,98,10,76,1576,50.310803895396944,1066
Microsoft,18,83,42,28,21,3,1655,59.56022234467128,1351
Microsoft,13,61,6,94,8,51,1217,77.75178428753601,59
Competitive Programming,7,14,81,16,1,79,1677,59.84742461312924,28
Microsoft,5,44,42,84,69,53,1071,66.58628503698043,735
Infosys,45,40,36,27,44,33,1341,67.39364311248366,206
Campus Placement,31,5,98,59,74,84,1094,78.26624701723276,1483
Amazon SDE,86,49,65,86,59,15,1932,72.7215109130473,568
Competitive Programming,68,41,45,94,10,83,1448,83.73666641643338,461
Competitive Programming,38,65,68,91,41,34,1683,31.10069510034778,298
Zoho,51,96,2,46,52,35,1520,41.43057721062158,1174
Competitive Programming,57,77,34,10,85,80,1560,81.17451544875122,1117
Infosys,67,59,14,64,36,36,1086,73.57211213865844,400
Campus Placement,60,7,79,59,4,86,1380,44.704951031922214,224
Microsoft,74,81,26,87,24,45,1075,83.58356603162571,224
Microsoft,65,8,75,60,69,53,1259,77.84345649790939,1436
Interview Preparation,77,56,68,76,72,34,1407,33.556147453609114,137
Interview Preparation,61,73,52,42,43,54,1118,74.62204147233493,769
Microsoft,71,26,66,38,66,5,1009,73.14681873428695,413
Interview Preparation,6,39,74,90,55,64,1032,42.16341783124663,1062
Microsoft,51,73,38,0,25,64,1584,66.80855810984576,347
Zoho,50,82,5,8,16,2,1299,83.36242554672297,840
Microsoft,80,27,13,84,14,44,1007,67.17278380468328,723
TCS,21,76,86,73,66,50,1375,74.75708542248076,370
Zoho,98,88,3,8,28,78,1607,35.46625858685092,578
Interview Preparation,74,24,15,2,63,72,1355,70.01023341427546,1425
Google SDE,89,9,6,28,28,97,962,41.261509253932175,227
Competitive Programming,40,30,26,85,54,24,1335,33.951979484947756,211
Microsoft,13,4,66,41,30,80,1145,60.364258345246725,26
Interview Preparation,9,77,2,42,82,54,1460,71.28361119285591,331
Google SDE,89,78,31,93,39,71,1274,60.070967599477044,527
Campus Placement,88,27,47,23,62,65,1449,81.23782806870457,1358
Infosys,21,72,67,2,36,5,866,68.26164900613381,1445
Competitive Programming,78,71,9,7,69,22,1404,36.466615319752265,1351
Microsoft,47,12,0,44,0,49,1303,81.39850067048108,690
Infosys,69,70,17,25,73,76,1116,38.40883903501244,1115
Google SDE,18,67,93,98,72,96,1400,71.70404939785664,434
Campus Placement,91,20,27,50,38,9,1288,38.16990236166994,1237
Microsoft,90,16,42,94,78,34,1360,84.92191516897019,1028
TCS,41,52,79,54,20,85,1085,48.27031294696188,396
Microsoft,34,1,21,32,27,76,1425,57.27611271337737,787
Amazon SDE,47,32,63,34,62,68,825,55.6760628841614,107
Amazon SDE,80,33,29,79,52,69,1320,35.60434626816168,1378
Zoho,24,7,40,10,19,11,1367,57.17082499970236,217
TCS,3,91,38,48,48,86,1880,38.222829686531405,595
Amazon SDE,8,72,73,78,96,48,1295,74.10894498022103,175
Microsoft,35,49,24,24,62,46,1852,82.7072388375249,31
Microsoft,20,0,10,77,47,92,1714,74.4432142751009,163
Google SDE,99,93,86,72,96,94,1336,53.7085197473227,1472
Infosys,67,44,21,9,44,1,1378,30.130426832491494,1328
Google SDE,43,31,19,86,34,85,1049,32.015390336266805,228
Zoho,54,61,4,44,3,17,1197,57.22693297159984,678
TCS,5,94,21,5,51,23,1443,67.371801573717,239
Microsoft,61,67,80,27,91,13,1277,75.07327358365842,29
Amazon SDE,50,35,17,12,43,37,1639,62.97423309842481,562
Amazon SDE,77,14,78,76,35,40,1571,83.8072219433927,959
Amazon SDE,72,77,93,63,20,33,1462,57.1577917761057,157
Infosys,98,48,75,29,68,67,1579,63.00158399765049,1141
Zoho,74,17,1,4,13,73,1502,42.65562777437008,412
Infosys,84,10,2,70,11,71,1396,48.68132648777879,605
Amazon SDE,38,76,43,54,69,37,1167,67.57224564708446,376
TCS,60,79,77,89,90,90,1943,63.09027335143981,1447
Amazon SDE,10,14,35,86,35,62,1586,50.33068839929221,1342
Zoho,81,74,36,51,11,29,1498,36.15900742762569,811
Interview Preparation,17,10,77,27,64,66,1158,48.843836816390976,927
Infosys,57,90,22,23,69,38,2116,32.428557445375716,1167
Zoho,22,54,52,96,87,28,1180,61.942197428770065,1316
Campus Placement,88,58,78,76,80,95,1408,47.7658511945627,82
Amazon SDE,27,67,61,48,34,41,1420,50.89166796925007,490
Amazon SDE,82,89,70,97,68,48,991,61.62985215834201,1385
TCS,58,62,57,76,72,87,1530,61.97082889641749,569
Campus Placement,26,56,32,94,41,91,1499,62.35888212745356,1359
Interview Preparation,59,25,56,92,15,94,1077,57.037516511663654,754
Interview Preparation,79,14,48,94,60,18,1617,56.846733838593266,1476
Competitive Programming,70,76,37,47,7,28,1107,75.16706943464266,109
Google SDE,54,85,75,30,81,79,1302,55.71549492274036,1092
Amazon SDE,50,84,50,23,30,32,1164,59.481658828332314,517
Microsoft,74,10,57,93,60,98,1580,84.35264320763564,267
Amazon SDE,68,57,23,70,56,86,1549,39.95775284311815,422
Amazon SDE,27,65,77,19,81,81,1059,69.95315405298243,1485
Competitive Programming,69,74,41,1,45,38,1220,56.02529472083267,1098
Microsoft,59,89,70,81,41,36,1224,75.6797923929789,604
Google SDE,20,40,19,75,21,12,1593,52.22179094384189,1187
Infosys,39,14,92,57,57,16,1185,46.66441848612284,275
Amazon SDE,59,76,43,53,87,7,1362,41.42824070550204,830
Google SDE,95,78,53,84,83,44,1329,77.97304353249339,1112
Zoho,75,55,46,38,83,34,1301,69.50806547411455,1348
Campus Placement,37,50,6,18,54,16,1916,34.229524848040576,671
Google SDE,10,49,4,69,16,74,1196,69.24196299299297,956
Zoho,97,18,99,72,65,18,1331,31.925859713174383,569
Zoho,97,43,96,3,45,49,1508,39.98945286684835,926
Competitive Programming,19,74,51,19,33,76,1272,62.60387384357139,900
Campus Placement,57,75,76,2,37,97,1223,55.49306827283926,1281
Campus Placement,34,86,31,72,15,21,1501,76.2265969789309,877
Interview Preparation,38,0,26,90,90,83,1634,63.43397080400518,619
Microsoft,27,93,49,61,61,35,1790,83.0736009282457,423
Microsoft,35,38,65,68,3,94,1340,77.03509510357722,34
Interview Preparation,18,22,76,67,57,30,1168,48.71184136029933,293
Google SDE,49,88,37,18,81,17,1166,75.87830204562876,1482
Microsoft,3,43,55,15,9,91,1820,77.84644106702976,890
Interview Preparation,78,20,62,21,65,19,1497,83.33487448104287,310
Infosys,36,27,29,79,58,61,1154,30.69096100561256,1101
TCS,99,10,45,20,81,33,1196,78.11093677351607,1040
Interview Preparation,89,23,69,55,94,21,1066,33.84424236164307,826
Campus Placement,72,11,66,59,35,49,1376,59.04637310250439,1170
Google SDE,48,59,50,33,89,99,1544,52.80649468638537,1197
Interview Preparation,63,66,93,68,75,71,1863,80.59348915849779,92
Infosys,77,32,58,79,2,92,1725,52.28335120574779,1453
Microsoft,87,76,82,65,37,21,1410,62.78234706228645,1106
Amazon SDE,56,65,58,12,93,2,1192,68.05332697892074,1270
Zoho,58,41,49,95,35,44,1537,31.046636612691827,55
Competitive Programming,2,43,79,77,59,1,869,62.50121895075132,627
TCS,72,56,67,20,81,72,1163,58.48955094314388,937
TCS,97,15,51,59,76,72,1590,62.670475179179455,271
Google SDE,50,83,44,67,66,25,1662,34.165923193062895,185
Zoho,55,95,8,73,3,58,1792,33.05571035122518,1199
Zoho,22,86,63,45,11,0,1366,39.76493855966558,666
Interview Preparation,49,61,7,15,10,52,1788,77.82253716114452,851
Campus Placement,57,9,48,54,10,56,1284,49.60590876042252,379
Campus Placement,24,62,54,10,56,79,1261,53.871790295062866,63
Interview Preparation,81,22,89,32,42,42,1492,51.45914544973034,699
Interview Preparation,29,80,8,85,46,17,1742,69.29035715363048,1452
TCS,80,49,11,49,20,38,1681,44.27115531844705,1374
Amazon SDE,72,71,91,51,22,30,1710,33.76163436166563,1160
Google SDE,3,3,68,74,60,45,1558,50.79961913743806,1442
Competitive Programming,10,71,79,91,46,0,1687,70.03095443530937,376
Infosys,92,22,18,61,80,45,1408,80.32324172484923,1304
Competitive Programming,94,33,86,97,64,0,1494,32.795186024338484,653
Microsoft,37,53,7,40,37,55,2236,74.57728664839092,388
Microsoft,20,96,17,10,95,45,1663,33.63990852225465,82
Infosys,46,13,25,6,6,87,1406,48.18633398546226,924
Zoho,3,84,42,78,13,54,1640,31.226584045800962,1281
Zoho,35,3,25,83,64,55,1083,80.13479344266591,869
Zoho,67,89,78,15,37,77,1303,68.873394736007,52
Google SDE,99,81,13,28,49,22,1339,50.302437763439755,386
Campus Placement,54,45,6,4,72,47,1184,50.760112060850005,1074
TCS,88,36,88,84,29,61,1931,65.19135749258047,179
TCS,46,64,1,63,33,7,1542,34.930656767748616,221
Campus Placement,91,61,47,14,25,65,1575,37.97767472463418,48
TCS,35,66,69,5,52,4,1368,76.59733163738778,378
Amazon SDE,21,90,72,48,16,37,1054,41.12721973698013,766
Google SDE,45,58,55,86,85,96,1381,69.96665187379551,160
TCS,14,79,20,50,18,3,1273,42.419159655215424,1144
Campus Placement,20,54,74,41,61,38,1095,34.84804744571458,1469
Google SDE,74,35,6,92,12,7,1627,79.50177998012038,1080
Competitive Programming,20,22,95,64,79,92,1320,79.5920030745298,1033
TCS,40,31,39,4,43,92,865,63.292154369417084,746
Interview Preparation,11,77,26,72,27,36,1400,55.411861442305096,1399
Infosys,49,47,76,78,45,37,1405,60.40179573283312,78
Microsoft,53,38,1,96,81,93,1626,52.447008469839815,308
Infosys,56,10,12,23,75,59,1436,71.64460388046726,953
Interview Preparation,13,60,3,36,80,11,1216,71.50083888032302,811
Amazon SDE,2,2,67,52,82,71,1549,75.04387853565542,305
Amazon SDE,19,14,25,5,57,58,1205,58.76093436531042,212
Competitive Programming,37,7,86,38,35,18,1611,74.073802388384,70
Campus Placement,98,89,19,74,38,66,1746,38.564522804411055,955
Amazon SDE,23,83,93,88,18,39,656,31.65741014404419,972
Competitive Programming,24,44,88,61,87,22,1175,65.6429176729247,1347
TCS,65,49,56,81,90,15,1539,35.801180983684795,1194
Interview Preparation,10,65,26,85,36,27,1427,60.2868451095932,340
Microsoft,75,32,63,59,64,89,1789,69.66187252505824,347
